review_id,reviewer_nickname,reviewer_location,room_type,number_nights,trip_type,stay_date,review_date,review_title,positive_review_text,negative_review_text,photos,rating,id_property,insert_time,,,,,,
6953,NULL,Germany,NULL,1,Solo traveler,Oct-21,15-Oct-21,Very Good,,,0,8,285,6/23/2022 9:47,,,,,,
6954,NULL,Ireland,NULL,3,Solo traveler,Sep-21,15-Oct-21,Very Good,"Room very nice, with comfortable bed and good size.",Public areas like corridors and breakfast room where a bit messy. For example early in the morning when the breakfast room just opened the floor was untidy and you get see crumbs all over the floor.,0,8,285,6/23/2022 9:47,,,,,,
6955,Faizan,United Kingdom,Standard Room,1,Solo traveler,Oct-21,14-Oct-21,Very Good,,,0,8,285,6/23/2022 9:47,,,,,,
6956,Maude,Ireland,Standard Queen Room,2,Group,Oct-21,14-Oct-21,very good value for money,"clean, nice bar, really good breakfast, comfortable rooms",location was a 25 min taxi to city,0,8,285,6/23/2022 9:47,,,,,,
6957,Eden,Germany,Standard Twin Room,3,Family,Sep-21,12-Oct-21,Recommend it,"I liked the cleaniness of the Room, bathroom & Bed. The Ac worked very good. I and my Family enjoyed our stay there. they have a delicious breakfast and good service.","There was one of the Staff in the Reception, he asked my man a silly question ,are you a guest in this Hotel"," because i didn't see you hier before"". It is like", he was underestimating him. Eventhough we dont look like rich, but booking a room in a Hotel, is something everyone can do according to their Ability. They forget to clean under the Bed," so remind them extra of that .""",0,9,285,6/23/2022 9:47,
6958,Anna,Germany,Premium Twin Room with Balcony,2,Solo traveler,Oct-21,12-Oct-21,Fair,,,0,5,285,6/23/2022 9:47,,,,,,
6959,Roxy,Germany,Standard Room,6,Family,Oct-21,11-Oct-21,An excellent hotel for its price.  Who is indignant - the doors of hotels at a price of 300 euros per night plus 39 park,"everything was fine, the ratio: price + quality.  Staff, service-10 + It is a pity that the pool did not open during our entire stay
An excellent hotel for its price.  Who is indignant - the doors of hotels at a price of 300 euros per night plus 39 parkrvka - are always open)",,0,9,285,6/23/2022 9:47,,,,,,
6960,Ramon,United States of America,Standard Room,4,Solo traveler,Oct-21,11-Oct-21,Exceptional,The wait time to check in was over 40 minutes,,0,10,285,6/23/2022 9:47,,,,,,
6961,Shakil,United Kingdom,Standard Room,1,Family,Sep-21,10-Oct-21,Exceptional,,,0,10,285,6/23/2022 9:47,,,,,,
6962,Venkata,United Arab Emirates,Premium Queen Room with City View,2,Couple,Oct-21,10-Oct-21,Exceptional,,,0,10,285,6/23/2022 9:47,,,,,,
6963,Tami,Ireland,Standard Room,2,Group,Sep-21,9-Oct-21,Happy traveller,"Friendly staff
Cleanliness 
Very professional staff","TV access
Tea and coffee in the room to be refilled more",0,9,285,6/23/2022 9:47,,,,,,
6964,Giovanni,Italy,Standard Queen Room,1,Couple,Oct-21,8-Oct-21,Wonderful,"Value for money, bar, bed comfort, staff, safe parking",Interiors a little bit out of date,0,9,285,6/23/2022 9:47,,,,,,
6965,Erjon,Albania,Standard Twin Room,3,Group,Oct-21,8-Oct-21,Bad,,,0,1,285,6/23/2022 9:47,,,,,,
6966,Tatyana,United States of America,Standard Double Room,1,Family,Apr-22,5-Apr-22,Stayed for 1 night to visit Porsche museum,"Modern, clean with attentive staff and good breakfast",None,0,10,287,6/23/2022 9:47,,,,,,
6967,Alfonso,Italy,Standard Double Room,1,Couple,Apr-22,4-Apr-22,Very Poor,Terrible Bed. Staff unfriendly,,0,2,287,6/23/2022 9:47,,,,,,
6968,Schneider,Germany,Standard Double Room,1,Group,Apr-22,2-Apr-22,Very Good,,,0,8,287,6/23/2022 9:47,,,,,,
6969,Patricio,Ecuador,Standard Double Room,1,Couple,Mar-22,2-Apr-22,Exceptional,,,0,10,287,6/23/2022 9:47,,,,,,
6970,Lea,Germany,Standard Double Room,1,Solo traveler,Mar-22,1-Apr-22,Fair,,,0,5,287,6/23/2022 9:47,,,,,,
6971,Sarah,Germany,Standard Double Room,1,Solo traveler,Mar-22,1-Apr-22,Great stay. Great staff,"clean, nice design",Traffic noice which isn’t too bad tho,0,8,287,6/23/2022 9:47,,,,,,
6972,Maged,Egypt,Standard Double Room,3,Solo traveler,Mar-22,31-Mar-22,Very Good,Staff and location most.,,0,8,287,6/23/2022 9:47,,,,,,
6973,Tsvetan,Bulgaria,Standard Double Room,2,Solo traveler,Mar-22,31-Mar-22,Wonderful,,,0,9,287,6/23/2022 9:47,,,,,,
6974,Alyssa,Germany,Standard Double Room,1,Couple,Feb-22,26-Mar-22,Good,,,0,7,287,6/23/2022 9:47,,,,,,
6975,Hanife,Germany,Standard Double Room,1,Solo traveler,Mar-22,24-Mar-22,Exceptional,,,0,10,287,6/23/2022 9:47,,,,,,
6976,Christopher,United Kingdom,Standard Double Room,3,Group,Mar-22,22-Mar-22,Exceptional,,,0,10,287,6/23/2022 9:47,,,,,,
6977,Hanife,Germany,Standard Double Room,1,Solo traveler,Mar-22,22-Mar-22,Exceptional,,,0,10,287,6/23/2022 9:47,,,,,,
6978,Hanife,Germany,Standard Double Room,2,Solo traveler,Mar-22,21-Mar-22,Exceptional,,,0,10,287,6/23/2022 9:47,,,,,,
6979,Reshat,Ukraine,Standard Double Room,1,Solo traveler,Mar-22,20-Mar-22,I’ve been to Germany many times and stayed at numerous hotels and I must admit that Niu Form is the best so far. price l,"there was nothing I didn’t like. stuff, room, breakfast - everything was very good",nothing,0,10,287,6/23/2022 9:47,,,,,,
6980,Joao,Netherlands,Standard Double Room,2,Family,Feb-22,18-Mar-22,Good,,,0,7,287,6/23/2022 9:47,,,,,,
6981,Aurelija,Lithuania,Standard Double Room,2,Couple,Mar-22,15-Mar-22,Very Good,,,0,8,287,6/23/2022 9:47,,,,,,
6982,Mafe,Germany,Standard Double Room,1,Couple,Mar-22,14-Mar-22,Pleasant,Location was alright. Hotel common areas were cozy and modern. Staff (both reception and bar) was super attentive.,"When reserving it said that there were parking facilities available at the site. This referred to the parking spots on the street and not their parking. And because we arrived at night, all parking spots on the street were taking and we had to pay an additional fee. Room was a bit dusty in general. The shower gel/shampoo container was empty.",0,6,287,6/23/2022 9:47,,,,,,
6983,Francisco,Spain,Standard Double Room,1,Couple,Mar-22,13-Mar-22,Never again,It was ok. Nothing special to mention.,"On the booking webpage the said dogs were allowed. But when we arrived at the hotel the charged us 15€ for the dog, for a single night. The double room was 60€, so 30 per person and, half for a dog??. The hotel did not have any commodities for dogs, so I cannot understand why they charged us that much. Neither why they do not put how much do they charge for pets on booking: if I knew the price I may have compared with other places more reasonably and I know how much I will be charged. On top of that, the person attending us did not speak a word of english, so no way of complaining or reasoning with him. And we are talking of Stuttgart city center, not in a small town deep in the middle of Germany. They should be able to communicate in English.",0,3,287,6/23/2022 9:47,,,,,,
6984,By17,France,Standard Double Room,2,Solo traveler,Mar-22,13-Mar-22,Comfortable and meets expectations,"The location was quite far from the city centre, but very accessible by public transport. The rooms are comfortable, you can set the temperature in your room. The facilities were good. The place looked new and clean. Bed was comfortable too.","It's not far from a hospital so you hear sirens quite often. The reception can be slow even when there are not many people. When I checked in, they didn't offer to explain me anything about the room (wifi, breakfast, facilities) or the city. They gave me the key and sent me away. Not many things to do in the immediate surroundings.",0,8,287,6/23/2022 9:47,,,,,,
6985,Itamar,Germany,Standard Double Room,1,Solo traveler,Mar-22,13-Mar-22,great value for money,cleanness,,0,8,287,6/23/2022 9:47,,,,,,
6986,Vitor,Brazil,Standard Double Room,10,Couple,Mar-22,13-Mar-22,Exceptional,,,0,10,287,6/23/2022 9:47,,,,,,
6987,David,Germany,Superior Double Room,2,Couple,Mar-22,10-Mar-22,Very Good,,,0,8,287,6/23/2022 9:47,,,,,,
6988,Hesham,Germany,Superior Double Room,3,Family,Mar-22,7-Mar-22,Disappointing,,,0,4,287,6/23/2022 9:47,,,,,,
6989,Tommaso,Germany,Standard Double Room,2,Solo traveler,Mar-22,6-Mar-22,Very Good,,,0,8,287,6/23/2022 9:47,,,,,,
6990,Justina,Ireland,Standard Double Room,3,Solo traveler,Mar-22,6-Mar-22,"Great price, decor & location!!!!","It was clean, great decor, private & safe parking, wifi got a bit slow at times but over all good, good location, friendly staff and very helpful, I travelled to Stuttgart to go view potential apartment and was out all day so this hotel met all my needs perfectly as I didn't stay for leisure, however rest assure it was pleasant stay, best value for money I was shocked how cheap and how modern and well kept the hotel was. over all great place","this really isn't a big deal and could be once off but there was some noice coming from another apartment , seems like they were partying however it wasn't going on for long and finished by midnight, also it was only 1 night out of 3 I stayed. so I repeat could be not a common occurrence.",0,9,287,6/23/2022 9:47,,,,,,
6991,Ian,United Kingdom,Queen Room,3,Family,Feb-20,26-Feb-20,will definately be back,"The Room was  ideal, the hotel location is excellent, staff friendly, room and general cleanliness excellent, bar and breakfast excellent.",,0,10,295,6/23/2022 9:47,,,,,,
6992,Ivan,Serbia,King Room,3,Solo traveler,Feb-20,23-Feb-20,Exceptional,,,0,10,295,6/23/2022 9:47,,,,,,
6993,Matthew,United Kingdom,King Room,2,Group,Dec-19,23-Feb-20,Just what I needed,"Friendly staff, Very comfortable rooms, good breakfast","Gym inside the building would have been nice, even a small one rather than having to use alternative facilities",0,8.8,295,6/23/2022 9:47,,,,,,
6994,Damyan,United Kingdom,King Room,3,Family,Feb-20,21-Feb-20,Exceptional,,,0,10,295,6/23/2022 9:47,,,,,,
6995,Siobhan,United Kingdom,King Room,2,Family,Dec-19,20-Feb-20,Wonderful,,,0,9,295,6/23/2022 9:47,,,,,,
6996,Anne,United Kingdom,King Room,1,Group,Feb-20,19-Feb-20,Exceptional,,,0,10,295,6/23/2022 9:47,,,,,,
6997,Clemens,United Kingdom,Queen Room,2,Group,Feb-20,19-Feb-20,Exceptional,,,0,10,295,6/23/2022 9:47,,,,,,
6998,Jeff,United Kingdom,Queen Room,2,Solo traveler,Feb-20,19-Feb-20,Really nice    Loved the relaxed bar area,Everything really.     Room     Staff.   Location     Impressed,Maybe somewhere to put your clothes ?,0,9,295,6/23/2022 9:47,,,,,,
6999,Sandra,Ireland,King Room,3,Couple,Feb-20,18-Feb-20,Great,The bed was so comfy with two duvets,The room was a little small,0,7,295,6/23/2022 9:47,,,,,,
7000,Silvia,Estonia,King Room,2,Couple,Feb-20,17-Feb-20,Exceptional,,,0,10,295,6/23/2022 9:47,,,,,,
7001,Gabriel,Spain,King Room,2,Couple,Feb-20,16-Feb-20,Exceptional,"Really good room, clean and excellent bed. Breakfast was delicious and with a lot of options.",N/A,0,10,295,6/23/2022 9:47,,,,,,
7002,Boyi,France,King Room,1,Group,Feb-20,15-Feb-20,Wonderful,,,0,9,295,6/23/2022 9:47,,,,,,
7003,Shauna,United Kingdom,King Room,2,Couple,Feb-20,13-Feb-20,Exceptional,Clean bright and modern room. Friendly staff. Shower in bathroom was incredible,No coffee or tea facilities in the room,0,10,295,6/23/2022 9:47,,,,,,
7004,Isha,Belgium,King Room,2,Group,Jan-20,11-Feb-20,Good price/quality,Public Parking Lot easily accessible from the hotel. Hotel close to the center of Köln so easy to get around by foot to grab something to eat.,"Not a lot of English was spoken at the welcome desk, but enough to get all the information.",0,8,295,6/23/2022 9:47,,,,,,
7005,Simon,United Kingdom,King Room,1,Group,Feb-20,10-Feb-20,Motel One does it again!,Good location and nice atmosphere,,0,10,295,6/23/2022 9:47,,,,,,
7006,Angel,Netherlands,Queen Room,3,Solo traveler,Feb-20,10-Feb-20,Exceptional,,,0,10,295,6/23/2022 9:47,,,,,,
7007,Ole,Luxembourg,King Room,1,Solo traveler,Jan-20,9-Feb-20,Very Good,,,0,8,295,6/23/2022 9:47,,,,,,
7008,NULL,Romania,NULL,1,Solo traveler,Feb-20,8-Feb-20,Wonderful,,,0,9.2,295,6/23/2022 9:47,,,,,,
7009,Simon,United Kingdom,Queen Room,1,Couple,Feb-20,4-Feb-20,Comfortable modern affordable central motel with helpful staff,"Clean comfortable room with a working shower hair drier - & tvInteresting modern decor & lightingExcellent breakfast with room to sit comfortablyEasy access to train station cathedral Kolumba restaurants shopping","No Water in roomNo biscuit with an afternoon cup of tea",0,8,295,6/23/2022 9:47,,,,,,
7010,Alfred,United Kingdom,King Room,1,Group,Jan-20,3-Feb-20,Very Good,,,0,8,295,6/23/2022 9:47,,,,,,
7011,Ukko,Finland,King Room,1,Solo traveler,Jan-20,1-Feb-20,Excellent location with friendly staff,"Excellent location. Nice and clean rooms, though not extremely big. Nice and helpful staff.",All good,0,10,295,6/23/2022 9:47,,,,,,
7012,Alexandra,Switzerland,Queen Room,2,Group,Dec-19,30-Jan-20,Very Good,,,0,8,295,6/23/2022 9:47,,,,,,
7013,NULL,United States of America,NULL,1,Couple,Dec-19,27-Jan-20,"Good enough for overnight stay, good price.",It was clean and nice.,"The room was small, we didn’t get a room facing the town/ church. There was no mini fridge so we couldn’t purchase any drinks or keep our water cold.",0,7,295,6/23/2022 9:47,,,,,,
7014,NULL,Hong Kong,NULL,2,Solo traveler,Jan-20,27-Jan-20,Very Good,Cleanliness and facilities; main shopping street nearby,A bit walk from the central station,0,8,295,6/23/2022 9:47,,,,,,
7015,Lee,United Kingdom,Queen Room,1,Group,Jan-20,26-Jan-20,Exceptional,Staff and decor,,0,10,295,6/23/2022 9:47,,,,,,
7016,Nikolay,United Kingdom,Comfort Double Room,5,Family,Sep-20,6-Sep-20,Very Good,Every day is same.,,0,8,294,6/23/2022 9:47,,,,,,
7017,Daniel,Germany,Comfort Double Room,1,Couple,Sep-20,5-Sep-20,Wonderful,,,0,9,294,6/23/2022 9:47,,,,,,
7018,NULL,Cyprus,NULL,2,Solo traveler,Aug-20,3-Sep-20,No help from stuff paid for mini bar safe was not in room they didnt change room,Refund,Paid for room with mini bar and safe. None of those in the room,0,4,294,6/23/2022 9:47,,,,,,
7019,Cim,Germany,Superior Double Room,3,Couple,Aug-20,3-Sep-20,Stay somewhere else.,The cleaning was okay!,"Really bad breakfast, dry and uninspiring things to eat. They could have had a better supply of foods. The staff was not even trying to be nice, they just wanted to go home and sleep. Service minded"" is nowhere to be found here. The superior room was not superior"," just a regular room.""",0,5,294,6/23/2022 9:47,,,,,
7020,Abdulrazag,Libya,Comfort Double Room,1,Solo traveler,Sep-20,1-Sep-20,Pleasant,Wi fi,,0,6,294,6/23/2022 9:47,,,,,,
7021,Bagback,Poland,Superior Double Room,1,Couple,Jul-20,31-Aug-20,Very Good,Only street parking (paid),,0,8,294,6/23/2022 9:47,,,,,,
7022,Wilhelm,Germany,Comfort Double Room,1,Solo traveler,Aug-20,30-Aug-20,Wonderful,,,0,9,294,6/23/2022 9:47,,,,,,
7023,Goochy1991,United Kingdom,Superior Double Room,5,Family,Aug-20,28-Aug-20,Disappointing. Wouldn't recommend.,"Pros: Room had aircon, was very quiet on the night, comfortable beds, nice bathroom,","Cons : entrance loddy looks dull and dated and uninviting needs bought into the 21st century,  No mini bar in the room, No kettle or tea & coffee in the room, Key cards stopped working had to reactivate them everyday real inconvenience, reception staff wouldn't provide a wine bottle opener when asked. Tiny TV no point watching it unless you're sitting right in front of it, no WiF or phone signali if you're on the 1st floor, more breakfast choices would be nice, no spa or gym facilities open, didn't feel like a 4 star hotel at all.",0,4,294,6/23/2022 9:47,,,,,,
7024,Chris,United Kingdom,Comfort Double Room,3,Couple,Aug-20,28-Aug-20,It's more like a two star hotel than a four. I'd strongly recommend you look elsewhere.,The room and bathroom was clean and the hotel was in a great location with lots of restaurants and shops nearby as well as the underground.,"No WiFi at all anywhere on the first floor. I asked reception THREE times to get it working but they just wrote something down and then nothing was done about it. You can't get 4g anywhere in the hotel so not having WiFi either is a real pain. The staff at reception are incredibly miserable with poor customer service skills. Also there's no tea, coffee or kettle in the hotel room unlike just about every other hotel I've been to.",0,3,294,6/23/2022 9:47,,,,,,
7025,Luiz,Brazil,Comfort Double Room,1,Solo traveler,Aug-20,25-Aug-20,Good,Cheap. Internet ok.,"Too warm (no AC), too loud (guests running and screaming all night long)",0,7,294,6/23/2022 9:47,,,,,,
7026,Benedict,France,Comfort Double Room,2,Family,Aug-20,24-Aug-20,Wonderful,,,0,9,294,6/23/2022 9:47,,,,,,
7027,Teun,Netherlands,Superior Double Room,4,Couple,Jul-20,20-Aug-20,Beautiful hotel,"The hotel was spacious and clean, the staff were friendly and the location was perfect, 5 minute walk to get to everywhere you need.",The wifi in our room was terrible. The staff tried turning the router on and off again for several times but it didn’t help.,0,7,294,6/23/2022 9:47,,,,,,
7028,Julia,Singapore,Comfort Double Room,2,Couple,Aug-20,19-Aug-20,Pleasant,Room was good. Spacious. Clean. Good value for money. Nice location. Safe.,Receptionist was hard to reach at the reception during check-in as no one was at the reception desk. Not very helpful to arrange parking. Lazy to check for for availabilities even there was space.,0,6,294,6/23/2022 9:47,,,,,,
7029,Giovana,France,Comfort Double Room,3,Couple,Aug-20,17-Aug-20,Great location to explore at a fair price,"Our room was simple but very spacious, with a great garden view! The hotel is situated on an affluent area, on a boulevard full of restaurants and shops. Easy access to subway and tram stations. Very good price for a 4 star hotel.","If you’re travelling with the intent of walking in the city without relying on public transport, this location may be problematic, since it’s not close to most of the highlights of Berlin.",0,8,294,6/23/2022 9:47,,,,,,
7030,Calvin,Netherlands,Comfort Double Room,2,Couple,Aug-20,16-Aug-20,Great stay,"Nice and clean look to everything, badroom was great and the beds too, also the locker came in handy.","The view would have been good if there wasn’t a construction site across the street, much noise, furthermore no conplaints!",0,8,294,6/23/2022 9:47,,,,,,
7031,Motawea,Kuwait,Comfort Double Room,1,Solo traveler,Aug-20,10-Aug-20,Very Good,The Location was perfect and I was so happy with the high level for the celing of the Room. All staff were neat and clean............................................................................................................................................................,there is no air conditioning system at the Room .....................................................................................................................................................................,0,8,294,6/23/2022 9:47,,,,,,
7032,Bbeirut,Lebanon,Comfort Double Room,4,Family,Aug-20,9-Aug-20,Clean and central location,"Its a good hotel if you want accomodation in an excellent location without any frilly bits"". Rooms vary substantially in sizes; they could do with some rennovation because in all rooms floors seem covered by carpet. But its clean and staff is friendly.""",,0,6,294,6/23/2022 9:47,,,,,,
7033,Lisa,Germany,Comfort Double Room,3,Family,Aug-20,8-Aug-20,Good,,,0,7,294,6/23/2022 9:47,,,,,,
7034,Clement,Germany,Superior Double Room,2,Family,Aug-20,7-Aug-20,Exceptional,"Very neat, soundproof  & tidy",,0,10,294,6/23/2022 9:47,,,,,,
7035,Hafiz,United Kingdom,Comfort Double Room,1,Solo traveler,Aug-20,7-Aug-20,Good,Location,No air conditioning in the room and noise.,0,7,294,6/23/2022 9:47,,,,,,
7036,Elshafie,Germany,Comfort Double Room,2,Group,Aug-20,5-Aug-20,Poor,"I booked two rooms. One had a faulty toilet, and another had a faulty refrigerator. The room with the double bed is so tight.",,0,3,294,6/23/2022 9:47,,,,,,
7037,Tamara,Germany,Superior Double Room,1,Family,Jul-20,5-Aug-20,My favorite Hotel in Berlin,"I love this hotel and would like to stay more and more! Good for price, comfortable, top place!","Can be noisy, but it is everywhere on KuDam",0,9,294,6/23/2022 9:47,,,,,,
7038,Ipaziavega,Italy,Comfort Double Room,1,Couple,Jul-20,31-Jul-20,Pleasant,,,0,6,294,6/23/2022 9:47,,,,,,
7039,Steven,United Kingdom,Superior Double Room,2,Solo traveler,Jul-20,30-Jul-20,"Nice hotel, great location, very reasonably priced.","Great location, 25minutes on the bus from Tegel airport. Good Covid-19 awareness and measures in place. Loved the balcony in the room overlooking Kurfürstendamm.","Air conditioning was poor, very warm through the night.",0,7,294,6/23/2022 9:47,,,,,,
7040,NULL,Switzerland,NULL,2,Group,Jul-20,30-Jul-20,Pleasant,Good location and facilities. WiFi didn't work at all,,0,6,294,6/23/2022 9:47,,,,,,
7041,Petra,Germany,Superior Best View,1,Couple,Oct-19,27-Oct-19,Wonderful,,,0,9.2,297,6/23/2022 9:47,,,,,,
7042,Owen,United Kingdom,Standard Double Room,2,Couple,Oct-19,27-Oct-19,Exceptional,,,0,10,297,6/23/2022 9:47,,,,,,
7043,Hans,France,Standard Double Room,3,Solo traveler,Oct-19,27-Oct-19,Pleasant,Location and cleanliness.,"Highly automated with a lack of personal service. I went nightly to the bar of nearby Hotel Intercontinental, which is way more cosy and intimate.",0,6.7,297,6/23/2022 9:47,,,,,,
7044,NULL,Spain,NULL,2,Solo traveler,Oct-19,27-Oct-19,Exceptional,"Delicious breakfast, and perfect decoration of the hotel.",,0,10,297,6/23/2022 9:47,,,,,,
7045,Tor,Germany,Superior Best View,2,Couple,Oct-19,27-Oct-19,Wonderful,,,0,9.2,297,6/23/2022 9:47,,,,,,
7046,Michael,United States of America,Standard Double Room,1,Couple,Oct-19,27-Oct-19,Excellent,"Friendly staff, clean and comfortable room, close to city center, great breakfast and all at a really good price!",Nothing,0,10,297,6/23/2022 9:47,,,,,,
7047,Helen,Netherlands,Superior Best View,2,Couple,Oct-19,26-Oct-19,Excellent,,,0,8.8,297,6/23/2022 9:47,,,,,,
7048,Benyy1012,Bulgaria,Standard Double Room,2,Solo traveler,Oct-19,25-Oct-19,Exceptional,,,0,9.6,297,6/23/2022 9:47,,,,,,
7049,Karen,Australia,Superior Best View,3,Couple,Oct-19,25-Oct-19,Good,,,0,7.5,297,6/23/2022 9:47,,,,,,
7050,Tanya,Ireland,Standard Double Room,1,Solo traveler,Oct-19,24-Oct-19,Comfortable stay,"Great location for business travel - close to the main station and the Bankviertal.  Plus right next to a lovely part of the Main for running. Rooms very bright and comfortable - really comfy beds. Friendly staff. Very nice breakfast with a range of options, healthy and more indulgent. I would stay here again.",,0,10,297,6/23/2022 9:47,,,,,,
7051,NULL,Ireland,NULL,2,Group,Oct-19,24-Oct-19,Really liked the hotel and will stay there again.,The pillows were too soft for my liking.,,0,8.8,297,6/23/2022 9:47,,,,,,
7052,Claire,France,Superior Best View,2,Solo traveler,Oct-19,23-Oct-19,Exceptional,"Excellent breakfast buffet 
Nice design",,0,9.6,297,6/23/2022 9:47,,,,,,
7053,Peter73b,Slovakia,Superior Best View,3,Solo traveler,Oct-19,23-Oct-19,Excellent,,,0,8.8,297,6/23/2022 9:47,,,,,,
7054,Pascale,Germany,Superior Best View,1,Family,Oct-19,23-Oct-19,Wonderful,,,0,9.2,297,6/23/2022 9:47,,,,,,
7055,Nicole,Australia,Standard Double Room,2,Family,Oct-19,23-Oct-19,Comfortable stay after arriving from long haul flight,"Great location when coming from the train station, bit of an issue with the key cards but staff were very apologetic. The breakfast was 5 star!","No complaints, would definitely stay again",0,9.6,297,6/23/2022 9:47,,,,,,
7056,Ying,China,Standard Double Room,1,Group,Oct-19,21-Oct-19,Good,Internet connection is bad,,0,7,297,6/23/2022 9:47,,,,,,
7057,Linda,Canada,Superior Best View,2,Solo traveler,Oct-19,20-Oct-19,Exceptional,Outstanding place to stay for business or pleasure,,0,10,297,6/23/2022 9:47,,,,,,
7058,NULL,Brazil,NULL,1,Solo traveler,Oct-19,20-Oct-19,Exceptional,"Clean, modern room, great location, excellent staff",,0,10,297,6/23/2022 9:47,,,,,,
7059,Trude,Italy,Superior Best View,5,Solo traveler,Oct-19,19-Oct-19,Fair,"Good position, great view","The rooms and bathrooms are fairly small, and if you are placed near the elevator, you hear this very well.  I found breakfast a bit disappointing- no option for a real coffee from an espressomachine (only automates) and not a great collection to eat from- few biological options. I tried roomservice twice. Very poor menu, you have to go and pick it up yourself, and I got cold food both times.",0,5,297,6/23/2022 9:47,,,,,,
7060,Ingvar,Iceland,Superior Best View,3,Family,Oct-19,18-Oct-19,Exceptional,Breakfast was great,,0,9.6,297,6/23/2022 9:47,,,,,,
7061,NULL,Netherlands,NULL,1,Family,Oct-19,18-Oct-19,Very Good,,,0,8.3,297,6/23/2022 9:47,,,,,,
7062,Yifeng,China,Standard Double Room,2,Solo traveler,Sep-19,18-Oct-19,Wonderful,"breakfast is very nice, fruits are very fresh. very nice location, the river nearby, it takes 5 mins to the river by walk. and very close to many spots and railway station.","a little bit expensive, elevator is a little slow so waiting a long time. and one of 3 total was out of service.",0,9,297,6/23/2022 9:47,,,,,,
7063,NULL,Ireland,NULL,1,Group,Oct-19,17-Oct-19,Better than expected,Good hotel in a good location. Best hotel in Frankfurt so far.,,0,8.8,297,6/23/2022 9:47,,,,,,
7064,Aristeidis,Greece,Standard Twin Room,2,Group,Oct-19,17-Oct-19,Exceptional,,,0,10,297,6/23/2022 9:47,,,,,,
7065,Gowshikan,Switzerland,Superior Best View,1,Couple,Oct-19,15-Oct-19,Exceptional,,,0,9.6,297,6/23/2022 9:47,,,,,,
7066,NULL,Italy,NULL,1,Couple,Aug-20,19-Aug-20,Wonderful,"Comfortable rooms, very clean and silent.
Excellent breakfast. Good price for the quality.",Nothing,0,9,283,6/23/2022 9:47,,,,,,
7067,Oksana,Estonia,Superior Double Room,1,Family,Aug-20,19-Aug-20,"Great experience, free parking possible, super comfy beds","Amazing experience. Comfy beds that we didn’t want to leave. A lot of space in the room. Fridge, coffee machine, lots of lighting and nice view from the window. Nice location - right next to supermarkets, free parking across the street (in front of Lidl) is possible, it was very convenient for us. Great breakfast with lots of options. Late check-out with no additional charge. Free Wi-Fi (connection and speed are great) Highly recommend this hotel to everyone",,0,10,283,6/23/2022 9:47,,,,,,
7068,Tara,United Kingdom,Standard Double or Twin Room,4,Family,Aug-20,18-Aug-20,Exceptional,,,0,10,283,6/23/2022 9:47,,,,,,
7069,Andrea,Italy,Superior Double Room,1,Solo traveler,May-20,16-Aug-20,Comfortable stay during quarantine times,It has a quiet room not far from the airport. The room is basic but good for a comfortable sleep prior to departure.,,0,8,283,6/23/2022 9:47,,,,,,
7070,Zoltan,United Kingdom,Standard Double or Twin Room,1,Family,Aug-20,16-Aug-20,Wonderful,"2 rooms for 5+infant in a 4* hotel with breakfast included for €100 is a bargain I think. Excellent service, great staff, clean rooms and awsome breakfast. Only negative I would mention is that no parking provided for taller than 2m vehicles. No roof box or bikes. Although they were happy to store our bikes.",,0,9,283,6/23/2022 9:47,,,,,,
7071,Jan,United Kingdom,Superior Double Room,1,Family,Aug-20,14-Aug-20,We like to stay there and we would come back.,The breakfast was nice.Good friendly staff.Clean room.Pet friendly hotel at good location.We would  come back.,"The air condition in the room wasn't working ,the car park is expensive, the drinks purchased on the reception was very high priced!But that's your choice to purchase it or not!",0,8,283,6/23/2022 9:47,,,,,,
7072,Richard,United Kingdom,Standard Double or Twin Room,1,Family,Aug-20,13-Aug-20,Exceptional,,,0,10,283,6/23/2022 9:47,,,,,,
7073,Areeba,Netherlands,Standard Double or Twin Room,1,Couple,Aug-20,10-Aug-20,Good,"Stayed here twice enroute other destinations as it is a good location for a transit stay/close to highway. Also could be decent for staying in frankfurt if you have access to a car as not close to city center. Breakfast was good. Several good precautions in place for protection from covid (esp in public spaces and breakfast area) Price also very reasonable.","Certain amenities could be added to the room by default (eg water, iron) instead of having to request it.Parking is expensive but free overnight parking possible on the street.Also recommend the management automate the check in registration through online system instead of a manual form every time.Furnishings a bit dated but clean/comfortable.",0,7,283,6/23/2022 9:47,,,,,,
7074,Miklos,United Kingdom,Standard Double or Twin Room,1,Family,Aug-20,5-Aug-20,Exceptional,,,0,10,283,6/23/2022 9:47,,,,,,
7075,Peter,United Kingdom,Standard Double or Twin Room,1,Couple,Aug-20,2-Aug-20,Wonderful,,,0,9,283,6/23/2022 9:47,,,,,,
7076,Dileep,Austria,Standard Double or Twin Room,1,Couple,Aug-20,2-Aug-20,Wonderful Property,"Excellent property with clean and comfortable rooms, wonderful breakfast",,0,10,283,6/23/2022 9:47,,,,,,
7077,Rom-rom,Netherlands,Standard Double or Twin Room,2,Family,Aug-20,2-Aug-20,Good place to stay. Parking is not free but if you are lucky enough the parking ilidl is free😃 n,,,0,9,283,6/23/2022 9:47,,,,,,
